Reporting Area,Current MMWR Year,MMWR WEEK,Cumulative YTD Current MMWR Year,Weekly_Importation
Indiana,2025,20,1,0
Indiana,2025,21,1,0
Indiana,2025,22,1,0
Indiana,2025,23,1,0
Indiana,2025,24,1,0
Indiana,2025,25,1,0
Indiana,2025,26,1,0
Indiana,2025,27,1,0
Indiana,2025,28,1,0
Indiana,2025,29,1,0
Indiana,2025,30,1,0
Indiana,2025,31,1,0
Indiana,2025,32,1,0
Indiana,2025,33,1,0
Indiana,2025,34,1,0
Indiana,2025,35,1,0
Indiana,2025,36,1,0
Indiana,2025,37,1,0
Indiana,2025,38,1,0
Iowa,2023,1,,0
Iowa,2023,2,,0
Iowa,2023,3,,0
Iowa,2023,4,,0
Iowa,2023,5,,0
Iowa,2023,6,,0
Iowa,2023,7,,0
Iowa,2023,8,,0
Iowa,2023,9,,0
Iowa,2023,10,,0
Iowa,2023,11,,0
Iowa,2023,13,,0
Iowa,2023,14,,0
Iowa,2023,15,,0
Iowa,2023,16,,0
Iowa,2023,17,,0
Iowa,2023,18,,0
Iowa,2023,19,,0
Iowa,2023,20,,0
Iowa,2023,21,,0
Iowa,2023,22,,0
Iowa,2023,23,,0
Iowa,2023,24,,0
Iowa,2023,25,,0
Iowa,2023,26,,0
Iowa,2023,27,,0
Iowa,2023,28,,0
Iowa,2023,29,,0
Iowa,2023,30,,0
Iowa,2023,31,,0
Iowa,2023,32,,0
Iowa,2023,33,,0
Iowa,2023,34,,0
Iowa,2023,35,,0
Iowa,2023,36,,0
Iowa,2023,37,,0
Iowa,2023,38,,0
Iowa,2023,39,,0
Iowa,2023,40,,0
Iowa,2023,41,,0
Iowa,2023,42,,0
Iowa,2023,43,,0
Iowa,2023,44,,0
Iowa,2023,45,,0
Iowa,2023,46,,0
Iowa,2023,47,,0
Iowa,2023,48,,0
Iowa,2023,49,,0
Iowa,2023,50,,0
Iowa,2023,51,,0
Iowa,2023,52,,0
Iowa,2024,1,,0
Iowa,2024,2,,0
Iowa,2024,3,,0
Iowa,2024,4,,0
Iowa,2024,5,,0
Iowa,2024,6,,0
Iowa,2024,7,,0
Iowa,2024,8,,0
Iowa,2024,9,,0
Iowa,2024,10,,0
Iowa,2024,11,,0
Iowa,2024,12,,0
Iowa,2024,13,,0
Iowa,2024,14,,0
Iowa,2024,15,,0
Iowa,2024,16,,0
Iowa,2024,17,,0
Iowa,2024,18,,0
Iowa,2024,19,,0
Iowa,2024,20,,0
Iowa,2024,21,,0
Iowa,2024,22,,0
Iowa,2024,23,,0
Iowa,2024,24,,0
Iowa,2024,25,,0
Iowa,2024,26,,0
Iowa,2024,27,,0
Iowa,2024,28,,0
Iowa,2024,29,,0
Iowa,2024,30,,0
Iowa,2024,31,,0
Iowa,2024,32,,0
Iowa,2024,33,,0
Iowa,2024,34,,0
Iowa,2024,35,,0
Iowa,2024,36,,0
Iowa,2024,37,,0
Iowa,2024,38,,0
Iowa,2024,39,,0
Iowa,2024,40,,0
Iowa,2024,41,,0
Iowa,2024,42,,0
Iowa,2024,43,,0
Iowa,2024,44,,0
Iowa,2024,45,,0
Iowa,2024,46,,0
Iowa,2024,47,,0
Iowa,2024,48,,0
Iowa,2024,49,,0
Iowa,2024,50,,0
Iowa,2024,51,,0
Iowa,2024,52,,0
Iowa,2025,1,,0
Iowa,2025,2,,0
Iowa,2025,3,,0
Iowa,2025,4,,0
Iowa,2025,5,,0
Iowa,2025,6,,0
Iowa,2025,7,,0
Iowa,2025,8,,0
Iowa,2025,9,,0
Iowa,2025,10,,0
Iowa,2025,11,,0
Iowa,2025,12,,0
Iowa,2025,13,,0
Iowa,2025,14,,0
Iowa,2025,15,,0
Iowa,2025,16,,0
Iowa,2025,17,,0
Iowa,2025,18,,0
Iowa,2025,19,,0
Iowa,2025,20,,0
Iowa,2025,21,,0
Iowa,2025,22,,0
Iowa,2025,23,,0
Iowa,2025,24,1,1
Iowa,2025,25,1,0
Iowa,2025,26,1,0
Iowa,2025,27,1,0
Iowa,2025,28,1,0
Iowa,2025,29,1,0
Iowa,2025,30,1,0
Iowa,2025,31,1,0
Iowa,2025,32,1,0
Iowa,2025,33,1,0
Iowa,2025,34,1,0
Iowa,2025,35,1,0
Iowa,2025,36,1,0
Iowa,2025,37,1,0
Iowa,2025,38,1,0
Kansas,2023,1,,0
Kansas,2023,2,,0
Kansas,2023,3,,0
Kansas,2023,4,,0
Kansas,2023,5,,0
Kansas,2023,6,,0
Kansas,2023,7,,0
Kansas,2023,8,,0
Kansas,2023,9,,0
Kansas,2023,10,,0
Kansas,2023,11,,0
Kansas,2023,13,,0
Kansas,2023,14,,0
Kansas,2023,15,,0
Kansas,2023,16,,0
Kansas,2023,17,,0
Kansas,2023,18,,0
Kansas,2023,19,,0
Kansas,2023,20,,0
Kansas,2023,21,,0
Kansas,2023,22,,0
Kansas,2023,23,,0
Kansas,2023,24,,0
Kansas,2023,25,,0
Kansas,2023,26,,0
Kansas,2023,27,,0
Kansas,2023,28,,0
Kansas,2023,29,,0
Kansas,2023,30,,0
Kansas,2023,31,,0
Kansas,2023,32,,0
Kansas,2023,33,,0
Kansas,2023,34,,0
Kansas,2023,35,,0
Kansas,2023,36,,0
Kansas,2023,37,,0
Kansas,2023,38,,0
Kansas,2023,39,,0
Kansas,2023,40,,0
Kansas,2023,41,,0
Kansas,2023,42,,0
Kansas,2023,43,,0
Kansas,2023,44,,0
Kansas,2023,45,,0
Kansas,2023,46,,0
Kansas,2023,47,,0
Kansas,2023,48,,0
Kansas,2023,49,,0
Kansas,2023,50,,0
Kansas,2023,51,,0
Kansas,2023,52,,0
Kansas,2024,1,,0
Kansas,2024,2,,0
Kansas,2024,3,,0
Kansas,2024,4,,0
Kansas,2024,5,,0
Kansas,2024,6,,0
Kansas,2024,7,,0
Kansas,2024,8,,0
Kansas,2024,9,,0
Kansas,2024,10,,0
Kansas,2024,11,,0
Kansas,2024,12,,0
Kansas,2024,13,,0
Kansas,2024,14,,0
Kansas,2024,15,,0
Kansas,2024,16,,0
Kansas,2024,17,,0
Kansas,2024,18,,0
Kansas,2024,19,,0
Kansas,2024,20,,0
Kansas,2024,21,,0
Kansas,2024,22,,0
Kansas,2024,23,,0
Kansas,2024,24,,0
Kansas,2024,25,,0
Kansas,2024,26,,0
Kansas,2024,27,,0
Kansas,2024,28,,0
Kansas,2024,29,,0
Kansas,2024,30,,0
Kansas,2024,31,,0
Kansas,2024,32,,0
Kansas,2024,33,,0
Kansas,2024,34,,0
Kansas,2024,35,,0
Kansas,2024,36,,0
Kansas,2024,37,,0
Kansas,2024,38,,0
Kansas,2024,39,,0
Kansas,2024,40,,0
Kansas,2024,41,,0
Kansas,2024,42,,0
Kansas,2024,43,,0
Kansas,2024,44,,0
Kansas,2024,45,,0
Kansas,2024,46,,0
Kansas,2024,47,,0
Kansas,2024,48,,0
Kansas,2024,49,,0
Kansas,2024,50,,0
Kansas,2024,51,,0
Kansas,2024,52,,0
Kansas,2025,1,,0
Kansas,2025,2,,0
Kansas,2025,3,,0
Kansas,2025,4,,0
Kansas,2025,5,,0
Kansas,2025,6,,0
Kansas,2025,7,,0
Kansas,2025,8,,0
Kansas,2025,9,,0
Kansas,2025,10,,0
Kansas,2025,11,,0
Kansas,2025,12,,0
Kansas,2025,13,,0
Kansas,2025,14,,0
Kansas,2025,15,,0
Kansas,2025,16,,0
Kansas,2025,17,,0
Kansas,2025,18,,0
Kansas,2025,19,1,1
Kansas,2025,20,1,0
Kansas,2025,21,1,0
Kansas,2025,22,1,0
Kansas,2025,23,1,0
Kansas,2025,24,1,0
Kansas,2025,25,2,1
Kansas,2025,26,2,0
Kansas,2025,27,2,0
Kansas,2025,28,2,0
Kansas,2025,29,2,0
Kansas,2025,30,2,0
Kansas,2025,31,2,0
Kansas,2025,32,2,0
Kansas,2025,33,2,0
Kansas,2025,34,2,0
Kansas,2025,35,2,0
Kansas,2025,36,2,0
Kansas,2025,37,2,0
Kansas,2025,38,2,0
Kentucky,2023,1,,0
Kentucky,2023,2,,0
Kentucky,2023,3,,0
Kentucky,2023,4,,0
Kentucky,2023,5,,0
Kentucky,2023,6,,0
Kentucky,2023,7,,0
Kentucky,2023,8,,0
Kentucky,2023,9,1,1
Kentucky,2023,10,1,0
Kentucky,2023,11,1,0
Kentucky,2023,13,1,0
Kentucky,2023,14,1,0
Kentucky,2023,15,1,0
Kentucky,2023,16,1,0
Kentucky,2023,17,1,0
Kentucky,2023,18,1,0
Kentucky,2023,19,1,0
Kentucky,2023,20,1,0
Kentucky,2023,21,1,0
Kentucky,2023,22,1,0
Kentucky,2023,23,1,0
Kentucky,2023,24,1,0
Kentucky,2023,25,1,0
Kentucky,2023,26,1,0
Kentucky,2023,27,1,0
Kentucky,2023,28,1,0
Kentucky,2023,29,1,0
Kentucky,2023,30,1,0
Kentucky,2023,31,1,0
Kentucky,2023,32,1,0
Kentucky,2023,33,1,0
Kentucky,2023,34,1,0
Kentucky,2023,35,1,0
Kentucky,2023,36,1,0
Kentucky,2023,37,1,0
Kentucky,2023,38,1,0
Kentucky,2023,39,1,0
Kentucky,2023,40,1,0
Kentucky,2023,41,1,0
Kentucky,2023,42,1,0
Kentucky,2023,43,1,0
Kentucky,2023,44,1,0
Kentucky,2023,45,1,0
Kentucky,2023,46,1,0
Kentucky,2023,47,1,0
Kentucky,2023,48,1,0
Kentucky,2023,49,1,0
Kentucky,2023,50,1,0
Kentucky,2023,51,1,0
Kentucky,2023,52,1,0
Kentucky,2024,1,,0
Kentucky,2024,2,,0
Kentucky,2024,3,,0
Kentucky,2024,4,,0
Kentucky,2024,5,,0
Kentucky,2024,6,,0
Kentucky,2024,7,,0
Kentucky,2024,8,,0
Kentucky,2024,9,,0
Kentucky,2024,10,,0
Kentucky,2024,11,,0
Kentucky,2024,12,,0
Kentucky,2024,13,,0
Kentucky,2024,14,,0
Kentucky,2024,15,,0
Kentucky,2024,16,,0
Kentucky,2024,17,,0
Kentucky,2024,18,,0
Kentucky,2024,19,,0
Kentucky,2024,20,,0
Kentucky,2024,21,,0
Kentucky,2024,22,,0
Kentucky,2024,23,,0
Kentucky,2024,24,,0
Kentucky,2024,25,,0
Kentucky,2024,26,,0
Kentucky,2024,27,,0
Kentucky,2024,28,,0
Kentucky,2024,29,,0
Kentucky,2024,30,,0
Kentucky,2024,31,,0
Kentucky,2024,32,,0
Kentucky,2024,33,,0
Kentucky,2024,34,,0
Kentucky,2024,35,,0
Kentucky,2024,36,,0
Kentucky,2024,37,,0
Kentucky,2024,38,,0
Kentucky,2024,39,,0
Kentucky,2024,40,,0
Kentucky,2024,41,,0
Kentucky,2024,42,,0
Kentucky,2024,43,,0
Kentucky,2024,44,,0
Kentucky,2024,45,,0
Kentucky,2024,46,,0
Kentucky,2024,47,,0
Kentucky,2024,48,,0
Kentucky,2024,49,,0
Kentucky,2024,50,,0
Kentucky,2024,51,,0
Kentucky,2024,52,,0
Kentucky,2025,1,,0
Kentucky,2025,2,,0
Kentucky,2025,3,,0
Kentucky,2025,4,,0
Kentucky,2025,5,,0
Kentucky,2025,6,,0
Kentucky,2025,7,,0
Kentucky,2025,8,,0
Kentucky,2025,9,1,1
Kentucky,2025,10,1,0
Kentucky,2025,11,1,0
Kentucky,2025,12,1,0
Kentucky,2025,13,1,0
Kentucky,2025,14,1,0
Kentucky,2025,15,1,0
Kentucky,2025,16,1,0
Kentucky,2025,17,1,0
Kentucky,2025,18,1,0
Kentucky,2025,19,1,0
Kentucky,2025,20,1,0
Kentucky,2025,21,2,1
Kentucky,2025,22,2,0
Kentucky,2025,23,2,0
Kentucky,2025,24,2,0
Kentucky,2025,25,2,0
Kentucky,2025,26,4,2
Kentucky,2025,27,4,0
Kentucky,2025,28,6,2
Kentucky,2025,29,6,0
Kentucky,2025,30,7,1
Kentucky,2025,31,7,0
Kentucky,2025,32,7,0
Kentucky,2025,33,7,0
Kentucky,2025,34,7,0
Kentucky,2025,35,7,0
Kentucky,2025,36,7,0
Kentucky,2025,37,7,0
Kentucky,2025,38,7,0
Louisiana,2023,1,,0
Louisiana,2023,2,,0
Louisiana,2023,3,,0
Louisiana,2023,4,,0
Louisiana,2023,5,,0
Louisiana,2023,6,,0
Louisiana,2023,7,,0
Louisiana,2023,8,,0
Louisiana,2023,9,,0
Louisiana,2023,10,,0
Louisiana,2023,11,,0
Louisiana,2023,13,,0
Louisiana,2023,14,,0
Louisiana,2023,15,,0
Louisiana,2023,16,,0
Louisiana,2023,17,,0
Louisiana,2023,18,,0
Louisiana,2023,19,,0
Louisiana,2023,20,,0
Louisiana,2023,21,,0
Louisiana,2023,22,,0
Louisiana,2023,23,,0
Louisiana,2023,24,,0
Louisiana,2023,25,,0
Louisiana,2023,26,,0
Louisiana,2023,27,,0
Louisiana,2023,28,,0
Louisiana,2023,29,,0
Louisiana,2023,30,,0
Louisiana,2023,31,,0
Louisiana,2023,32,,0
Louisiana,2023,33,,0
Louisiana,2023,34,,0
Louisiana,2023,35,,0
Louisiana,2023,36,,0
Louisiana,2023,37,,0
Louisiana,2023,38,,0
Louisiana,2023,39,,0
Louisiana,2023,40,,0
Louisiana,2023,41,,0
Louisiana,2023,42,,0
Louisiana,2023,43,,0
Louisiana,2023,44,,0
Louisiana,2023,45,,0
Louisiana,2023,46,,0
Louisiana,2023,47,,0
Louisiana,2023,48,,0
Louisiana,2023,49,,0
Louisiana,2023,50,,0
Louisiana,2023,51,,0
Louisiana,2023,52,,0
Louisiana,2024,1,,0
Louisiana,2024,2,,0
Louisiana,2024,3,,0
Louisiana,2024,4,,0
Louisiana,2024,5,,0
Louisiana,2024,6,,0
Louisiana,2024,7,,0
Louisiana,2024,8,,0
Louisiana,2024,9,,0
Louisiana,2024,10,,0
Louisiana,2024,11,,0
Louisiana,2024,12,,0
Louisiana,2024,13,,0
Louisiana,2024,14,,0
Louisiana,2024,15,,0
Louisiana,2024,16,,0
Louisiana,2024,17,,0
Louisiana,2024,18,,0
Louisiana,2024,19,,0
Louisiana,2024,20,,0
Louisiana,2024,21,,0
Louisiana,2024,22,,0
Louisiana,2024,23,,0
Louisiana,2024,24,,0
Louisiana,2024,25,,0
Louisiana,2024,26,,0
Louisiana,2024,27,,0
Louisiana,2024,28,,0
Louisiana,2024,29,,0
Louisiana,2024,30,,0
Louisiana,2024,31,,0
Louisiana,2024,32,,0
Louisiana,2024,33,,0
Louisiana,2024,34,1,1
Louisiana,2024,35,1,0
Louisiana,2024,36,1,0
Louisiana,2024,37,1,0
Louisiana,2024,38,1,0
Louisiana,2024,39,1,0
Louisiana,2024,40,1,0
Louisiana,2024,41,1,0
Louisiana,2024,42,1,0
Louisiana,2024,43,1,0
Louisiana,2024,44,1,0
Louisiana,2024,45,1,0
Louisiana,2024,46,1,0
Louisiana,2024,47,1,0
Louisiana,2024,48,1,0
Louisiana,2024,49,1,0
Louisiana,2024,50,1,0
Louisiana,2024,51,1,0
Louisiana,2024,52,1,0
Louisiana,2025,1,,0
Louisiana,2025,2,,0
Louisiana,2025,3,,0
Louisiana,2025,4,,0
Louisiana,2025,5,,0
Louisiana,2025,6,,0
Louisiana,2025,7,,0
Louisiana,2025,8,,0
Louisiana,2025,9,,0
Louisiana,2025,10,,0
Louisiana,2025,11,,0
Louisiana,2025,12,,0
Louisiana,2025,13,,0
Louisiana,2025,14,,0
Louisiana,2025,15,,0
Louisiana,2025,16,,0
Louisiana,2025,17,,0
Louisiana,2025,18,,0
Louisiana,2025,19,,0
Louisiana,2025,20,,0
Louisiana,2025,21,,0
Louisiana,2025,22,,0
Louisiana,2025,23,1,1
Louisiana,2025,24,1,0
Louisiana,2025,25,1,0
Louisiana,2025,26,1,0
Louisiana,2025,27,1,0
Louisiana,2025,28,1,0
Louisiana,2025,29,1,0
Louisiana,2025,30,1,0
Louisiana,2025,31,1,0
Louisiana,2025,32,1,0
Louisiana,2025,33,1,0
Louisiana,2025,34,1,0
Louisiana,2025,35,1,0
Louisiana,2025,36,1,0
Louisiana,2025,37,1,0
Louisiana,2025,38,1,0
Maine,2023,1,,0
Maine,2023,2,,0
Maine,2023,3,,0
Maine,2023,4,,0
Maine,2023,5,,0
Maine,2023,6,,0
Maine,2023,7,,0
Maine,2023,8,,0
Maine,2023,9,,0
Maine,2023,10,,0
Maine,2023,11,,0
Maine,2023,13,,0
Maine,2023,14,,0
Maine,2023,15,,0
Maine,2023,16,,0
Maine,2023,17,,0
Maine,2023,18,,0
Maine,2023,19,,0
Maine,2023,20,,0
Maine,2023,21,,0
Maine,2023,22,,0
Maine,2023,23,,0
Maine,2023,24,,0
Maine,2023,25,,0
Maine,2023,26,,0
Maine,2023,27,,0
Maine,2023,28,,0
Maine,2023,29,,0
Maine,2023,30,,0
Maine,2023,31,,0
Maine,2023,32,,0
Maine,2023,33,,0
Maine,2023,34,,0
Maine,2023,35,,0
Maine,2023,36,,0
Maine,2023,37,,0
Maine,2023,38,,0
Maine,2023,39,,0
Maine,2023,40,,0
Maine,2023,41,,0
Maine,2023,42,,0
Maine,2023,43,,0
Maine,2023,44,,0
Maine,2023,45,,0
Maine,2023,46,,0
Maine,2023,47,,0
Maine,2023,48,,0
Maine,2023,49,,0
Maine,2023,50,,0
Maine,2023,51,,0
Maine,2023,52,,0
Maine,2024,1,,0
Maine,2024,2,,0
Maine,2024,3,,0
Maine,2024,4,,0
Maine,2024,5,,0
Maine,2024,6,,0
Maine,2024,7,,0
Maine,2024,8,,0
Maine,2024,9,,0
Maine,2024,10,,0
Maine,2024,11,,0
Maine,2024,12,,0
Maine,2024,13,,0
Maine,2024,14,,0
Maine,2024,15,,0
Maine,2024,16,,0
Maine,2024,17,,0
Maine,2024,18,,0
Maine,2024,19,,0
Maine,2024,20,,0
Maine,2024,21,,0
Maine,2024,22,,0
Maine,2024,23,,0
Maine,2024,24,,0
Maine,2024,25,,0
Maine,2024,26,,0
Maine,2024,27,,0
Maine,2024,28,,0
Maine,2024,29,,0
Maine,2024,30,,0
Maine,2024,31,,0
Maine,2024,32,,0
Maine,2024,33,,0
Maine,2024,34,,0
Maine,2024,35,,0
Maine,2024,36,,0
Maine,2024,37,,0
Maine,2024,38,,0
Maine,2024,39,,0
Maine,2024,40,,0
Maine,2024,41,,0
Maine,2024,42,,0
Maine,2024,43,,0
Maine,2024,44,,0
Maine,2024,45,,0
Maine,2024,46,,0
Maine,2024,47,,0
Maine,2024,48,,0
Maine,2024,49,,0
Maine,2024,50,,0
Maine,2024,51,,0
Maine,2024,52,,0
Maine,2025,1,,0
Maine,2025,2,,0
Maine,2025,3,,0
Maine,2025,4,,0
Maine,2025,5,,0
Maine,2025,6,,0
Maine,2025,7,,0
Maine,2025,8,,0
Maine,2025,9,,0
Maine,2025,10,,0
Maine,2025,11,,0
Maine,2025,12,,0
Maine,2025,13,,0
Maine,2025,14,,0
Maine,2025,15,,0
Maine,2025,16,,0
Maine,2025,17,,0
Maine,2025,18,,0
Maine,2025,19,,0
Maine,2025,20,,0
Maine,2025,21,,0
Maine,2025,22,,0
Maine,2025,23,,0
Maine,2025,24,,0
Maine,2025,25,,0
Maine,2025,26,,0
Maine,2025,27,,0
Maine,2025,28,,0
Maine,2025,29,,0
Maine,2025,30,,0
Maine,2025,31,,0
Maine,2025,32,,0
Maine,2025,33,,0
Maine,2025,34,,0
Maine,2025,35,,0
Maine,2025,36,,0
Maine,2025,37,,0
Maine,2025,38,,0
Maryland,2023,1,,0
Maryland,2023,2,,0
Maryland,2023,3,,0
Maryland,2023,4,,0
Maryland,2023,5,,0
Maryland,2023,6,,0
Maryland,2023,7,,0
Maryland,2023,8,,0
Maryland,2023,9,,0
Maryland,2023,10,,0
Maryland,2023,11,,0
Maryland,2023,13,,0
Maryland,2023,14,,0
Maryland,2023,15,,0
Maryland,2023,16,,0
Maryland,2023,17,,0
Maryland,2023,18,,0
Maryland,2023,19,,0
Maryland,2023,20,,0
Maryland,2023,21,,0
Maryland,2023,22,1,1
Maryland,2023,23,1,0
Maryland,2023,24,1,0
Maryland,2023,25,1,0
Maryland,2023,26,1,0
Maryland,2023,27,1,0
Maryland,2023,28,1,0
Maryland,2023,29,1,0
Maryland,2023,30,1,0
Maryland,2023,31,1,0
Maryland,2023,32,1,0
Maryland,2023,33,1,0
Maryland,2023,34,1,0
Maryland,2023,35,1,0
Maryland,2023,36,1,0
Maryland,2023,37,1,0
Maryland,2023,38,1,0
Maryland,2023,39,1,0
Maryland,2023,40,1,0
Maryland,2023,41,1,0
Maryland,2023,42,1,0
Maryland,2023,43,1,0
Maryland,2023,44,1,0
Maryland,2023,45,1,0
Maryland,2023,46,1,0
Maryland,2023,47,1,0
Maryland,2023,48,1,0
Maryland,2023,49,1,0
Maryland,2023,50,1,0
Maryland,2023,51,1,0
Maryland,2023,52,1,0
Maryland,2024,1,,0
Maryland,2024,2,,0
Maryland,2024,3,,0
Maryland,2024,4,,0
Maryland,2024,5,,0
Maryland,2024,6,1,1
Maryland,2024,7,1,0
Maryland,2024,8,1,0
Maryland,2024,9,1,0
Maryland,2024,10,1,0
Maryland,2024,11,1,0
Maryland,2024,12,1,0
Maryland,2024,13,1,0
Maryland,2024,14,1,0
Maryland,2024,15,1,0
Maryland,2024,16,1,0
Maryland,2024,17,1,0
Maryland,2024,18,1,0
Maryland,2024,19,1,0
Maryland,2024,20,1,0
Maryland,2024,21,1,0
Maryland,2024,22,1,0
Maryland,2024,23,1,0
Maryland,2024,24,1,0
Maryland,2024,25,1,0
Maryland,2024,26,1,0
Maryland,2024,27,1,0
Maryland,2024,28,1,0
Maryland,2024,29,1,0
Maryland,2024,30,1,0
Maryland,2024,31,1,0
Maryland,2024,32,1,0
Maryland,2024,33,1,0
Maryland,2024,34,1,0
Maryland,2024,35,1,0
Maryland,2024,36,1,0
Maryland,2024,37,1,0
Maryland,2024,38,1,0
Maryland,2024,39,1,0
Maryland,2024,40,1,0
Maryland,2024,41,1,0
Maryland,2024,42,1,0
Maryland,2024,43,1,0
Maryland,2024,44,1,0
Maryland,2024,45,1,0
Maryland,2024,46,1,0
Maryland,2024,47,1,0
Maryland,2024,48,1,0
Maryland,2024,49,1,0
Maryland,2024,50,1,0
Maryland,2024,51,1,0
Maryland,2024,52,1,0
Maryland,2025,1,,0
Maryland,2025,2,,0
Maryland,2025,3,,0
Maryland,2025,4,,0
Maryland,2025,5,,0
Maryland,2025,6,,0
Maryland,2025,7,,0
Maryland,2025,8,,0
Maryland,2025,9,,0
Maryland,2025,10,,0
Maryland,2025,11,,0
Maryland,2025,12,,0
Maryland,2025,13,,0
Maryland,2025,14,,0
Maryland,2025,15,1,1
Maryland,2025,16,1,0
Maryland,2025,17,1,0
Maryland,2025,18,1,0
Maryland,2025,19,1,0
Maryland,2025,20,1,0
Maryland,2025,21,1,0
Maryland,2025,22,1,0
Maryland,2025,23,1,0
Maryland,2025,24,1,0
Maryland,2025,25,1,0
Maryland,2025,26,1,0
Maryland,2025,27,1,0
Maryland,2025,28,1,0
Maryland,2025,29,1,0
Maryland,2025,30,1,0
Maryland,2025,31,1,0
Maryland,2025,32,1,0
Maryland,2025,33,1,0
Maryland,2025,34,1,0
Maryland,2025,35,1,0
Maryland,2025,36,1,0
Maryland,2025,37,1,0
Maryland,2025,38,1,0
Massachusetts,2023,1,,0
Massachusetts,2023,2,,0
Massachusetts,2023,3,,0
Massachusetts,2023,4,,0
Massachusetts,2023,5,,0
Massachusetts,2023,6,,0
Massachusetts,2023,7,,0
Massachusetts,2023,8,,0
Massachusetts,2023,9,,0
Massachusetts,2023,10,,0
Massachusetts,2023,11,,0
Massachusetts,2023,13,,0
Massachusetts,2023,14,,0
Massachusetts,2023,15,,0
Massachusetts,2023,16,,0
Massachusetts,2023,17,,0
Massachusetts,2023,18,,0
Massachusetts,2023,19,,0
Massachusetts,2023,20,,0
Massachusetts,2023,21,,0
Massachusetts,2023,22,,0
Massachusetts,2023,23,,0
Massachusetts,2023,24,,0
Massachusetts,2023,25,,0
Massachusetts,2023,26,,0
Massachusetts,2023,27,,0
Massachusetts,2023,28,,0
Massachusetts,2023,29,,0
Massachusetts,2023,30,,0
Massachusetts,2023,31,,0
Massachusetts,2023,32,,0
Massachusetts,2023,33,,0
Massachusetts,2023,34,,0
Massachusetts,2023,35,,0
Massachusetts,2023,36,,0
Massachusetts,2023,37,,0
Massachusetts,2023,38,,0
Massachusetts,2023,39,,0
Massachusetts,2023,40,,0
Massachusetts,2023,41,,0
Massachusetts,2023,42,,0
Massachusetts,2023,43,,0
Massachusetts,2023,44,,0
Massachusetts,2023,45,,0
Massachusetts,2023,46,,0
Massachusetts,2023,47,,0
Massachusetts,2023,48,,0
Massachusetts,2023,49,,0
Massachusetts,2023,50,,0
Massachusetts,2023,51,,0
Massachusetts,2023,52,,0
Massachusetts,2024,1,,0
Massachusetts,2024,2,,0
Massachusetts,2024,3,,0
Massachusetts,2024,4,,0
Massachusetts,2024,5,,0
Massachusetts,2024,6,,0
Massachusetts,2024,7,,0
Massachusetts,2024,8,,0
Massachusetts,2024,9,,0
Massachusetts,2024,10,,0
Massachusetts,2024,11,,0
Massachusetts,2024,12,,0
Massachusetts,2024,13,,0
Massachusetts,2024,14,,0
Massachusetts,2024,15,,0
Massachusetts,2024,16,,0
Massachusetts,2024,17,,0
Massachusetts,2024,18,,0
Massachusetts,2024,19,,0
Massachusetts,2024,20,,0
Massachusetts,2024,21,,0
Massachusetts,2024,22,,0
Massachusetts,2024,23,,0
Massachusetts,2024,24,,0
Massachusetts,2024,25,,0
Massachusetts,2024,26,,0
Massachusetts,2024,27,,0
Massachusetts,2024,28,,0
Massachusetts,2024,29,,0
Massachusetts,2024,30,,0
Massachusetts,2024,31,,0
Massachusetts,2024,32,,0
Massachusetts,2024,33,,0
Massachusetts,2024,34,,0
Massachusetts,2024,35,,0
Massachusetts,2024,36,,0
Massachusetts,2024,37,,0
Massachusetts,2024,38,,0
Massachusetts,2024,39,,0
Massachusetts,2024,40,,0
Massachusetts,2024,41,,0
Massachusetts,2024,42,,0
Massachusetts,2024,43,,0
Massachusetts,2024,44,,0
Massachusetts,2024,45,,0
Massachusetts,2024,46,,0
Massachusetts,2024,47,,0
Massachusetts,2024,48,,0
Massachusetts,2024,49,,0
Massachusetts,2024,50,,0
Massachusetts,2024,51,,0
Massachusetts,2024,52,,0
Massachusetts,2025,1,,0
Massachusetts,2025,2,,0
Massachusetts,2025,3,,0
Massachusetts,2025,4,,0
Massachusetts,2025,5,,0
Massachusetts,2025,6,,0
Massachusetts,2025,7,,0
Massachusetts,2025,8,,0
Massachusetts,2025,9,,0
Massachusetts,2025,10,,0
Massachusetts,2025,11,,0
Massachusetts,2025,12,,0
Massachusetts,2025,13,,0
Massachusetts,2025,14,,0
Massachusetts,2025,15,,0
Massachusetts,2025,16,,0
Massachusetts,2025,17,,0
Massachusetts,2025,18,,0
Massachusetts,2025,19,,0
Massachusetts,2025,20,,0
Massachusetts,2025,21,,0
Massachusetts,2025,22,,0
Massachusetts,2025,23,,0
Massachusetts,2025,24,,0
Massachusetts,2025,25,,0
Massachusetts,2025,26,,0
Massachusetts,2025,27,,0
Massachusetts,2025,28,,0
Massachusetts,2025,29,,0
Massachusetts,2025,30,,0
Massachusetts,2025,31,,0
Massachusetts,2025,32,,0
Massachusetts,2025,33,,0
Massachusetts,2025,34,,0
Massachusetts,2025,35,,0
Massachusetts,2025,36,,0
Massachusetts,2025,37,,0
Massachusetts,2025,38,,0
Michigan,2023,1,,0
Michigan,2023,2,,0
Michigan,2023,3,,0
Michigan,2023,4,,0
Michigan,2023,5,,0
Michigan,2023,6,,0
Michigan,2023,7,,0
Michigan,2023,8,,0
Michigan,2023,9,,0
Michigan,2023,10,,0
Michigan,2023,11,,0
Michigan,2023,13,,0
Michigan,2023,14,,0
Michigan,2023,15,,0
